airline,registration,aircraft,age,origin,destination,full_route,direction,special,flight_number,frequency,flight_time,flight_distance,origin_category,destination_category
南航,B-2010,777-F1B,10.5,浦东,洛杉矶,浦东—洛杉矶,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,洛杉矶,浦东,洛杉矶—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,深圳,法兰克福,深圳—法兰克福,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,法兰克福,广州,法兰克福—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,悉尼,广州—悉尼,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,悉尼,广州,悉尼—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州-重庆-阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,普雷斯蒂克,广州—普雷斯蒂克,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,普雷斯蒂克,广州,普雷斯蒂克—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,利雅得,广州—利雅得,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,利雅得,广州,利雅得—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州—阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,太原,安克雷奇,太原-浦东-安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-肯尼迪-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,利雅得,广州—利雅得,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,利雅得,广州,利雅得—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州-重庆-阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,普雷斯蒂克,广州—普雷斯蒂克,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,普雷斯蒂克,广州,普雷斯蒂克—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,洛杉矶,浦东—洛杉矶,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,洛杉矶,浦东,洛杉矶—浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,普雷斯蒂克,广州—普雷斯蒂克,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,普雷斯蒂克,广州,普雷斯蒂克—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-肯尼迪-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,斯坦斯特德,广州—斯坦斯特德,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,斯坦斯特德,广州,斯坦斯特德—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州—阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,迪拜,广州—阿勒马克图姆,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,迪拜,广州,阿勒马克图姆—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-肯尼迪-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,浦东,安克雷奇,浦东—安克雷奇,出口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,安克雷奇,浦东,安克雷奇-芝加哥-浦东,进口,,,正常运营,,,国际,国际
南航,B-2010,777-F1B,10.5,广州,安克雷奇,广州—安克雷奇,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,安克雷奇,广州,安克雷奇-肯尼迪-广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,布达佩斯,广州—布达佩斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,布达佩斯,广州,布达佩斯—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,阿姆斯特丹,广州-重庆-阿姆斯特丹,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,阿姆斯特丹,广州,阿姆斯特丹—广州,进口,,,正常运营,,,国际,国内
南航,B-2010,777-F1B,10.5,广州,菲利普安吉利斯,广州-哈尔滨-菲利普安吉利斯,出口,,,正常运营,,,国内,国际
南航,B-2010,777-F1B,10.5,菲利普安吉利斯,广州,菲利普安吉利斯—广州,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南通,首尔,南通—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南通,首尔—南通,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南京,首尔,南京—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南京,首尔—南京,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南通,首尔,南通—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南通,首尔—南通,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南京,首尔,南京—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南京,首尔—南京,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,深圳,吉隆坡,深圳—吉隆坡,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,吉隆坡,深圳,吉隆坡—深圳,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,深圳,吉隆坡,深圳—吉隆坡,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,吉隆坡,深圳,吉隆坡—深圳,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南通,首尔,南通—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南通,首尔—南通,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南京,首尔,南京—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,南京,首尔—南京,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,深圳,吉隆坡,深圳—吉隆坡,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,吉隆坡,深圳,吉隆坡—深圳,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,南京,达卡,南京—达卡,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,达卡,南京,达卡—南京,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,无锡,首尔,无锡—首尔,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,首尔,无锡,首尔—无锡,进口,,,正常运营,,,国际,国内
京东航空,B-221L,737-86N(BCF)(WL),18.3,鄂州,马尼拉,鄂州—马尼拉,出口,,,正常运营,,,国内,国际
京东航空,B-221L,737-86N(BCF)(WL),18.3,马尼拉,鄂州,马尼拉—鄂州,进口,,,正常运营,,,国际,国内
四川航空,B-32MR,A321-231(PCF),18.5,南宁,新加坡,南宁—新加坡,出口,,,正常运营,,,国内,国际
四川航空,B-32MR,A321-231(PCF),18.5,新加坡,南宁,新加坡—南宁,进口,,,正常运营,,,国际,国内
四川航空,B-32MR,A321-231(PCF),18.5,南宁,吉隆坡,南宁—吉隆坡,出口,,,正常运营,,,国内,国际
四川航空,B-32MR,A321-231(PCF),18.5,吉隆坡,南宁,吉隆坡—南宁,进口,,,正常运营,,,国际,国内
四川航空,B-32MR,A321-231(PCF),18.5,成都,关西,成都-南通-关西,出口,,,正常运营,,,国内,国际
四川航空,B-32MR,A321-231(PCF),18.5,关西,南通,关西—南通,进口,,,正常运营,,,国际,国内
四川航空,B-32MR,A321-231(PCF),18.5,南通,东京,南通—东京成田,出口,,,正常运营,,,国内,国际
四川航空,B-32MR,A321-231(PCF),18.5,东京,南通,东京成田—南通,进口,,,正常运营,,,国际,国内
四川航空,B-32MR,A321-231(PCF),18.5,成都,布达佩斯,成都-乌鲁木齐-阿拉木图-布达佩斯,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,郑州,哥本哈根,郑州—哥本哈根,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,哥本哈根,郑州,哥本哈根—郑州,进口,,,正常运营,,,国际,国内
首都航,B-32GY,A330-243(P2F),18.8,郑州,奥斯陆,郑州-萨里阿尔卡-奥斯陆,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,奥斯陆,郑州,奥斯陆—郑州,进口,,,正常运营,,,国际,国内
首都航,B-32GY,A330-243(P2F),18.8,郑州,达卡,郑州—达卡,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,达卡,郑州,达卡—郑州,进口,,,正常运营,,,国际,国内
首都航,B-32GY,A330-243(P2F),18.8,郑州,金奈,郑州—金奈,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,金奈,郑州,金奈—郑州,进口,,,正常运营,,,国际,国内
首都航,B-32GY,A330-243(P2F),18.8,郑州,列日,郑州-萨里阿尔卡-列日,出口,,,正常运营,,,国内,国际
首都航,B-32GY,A330-243(P2F),18.8,列日,郑州,列日—郑州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,新德里,鄂州—英迪拉甘地,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,新德里,鄂州,英迪拉甘地—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,列日,鄂州—列日,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,列日,鄂州,列日-阿拉木图-鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,阿布扎比,鄂州—扎耶德,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,阿布扎比,鄂州,扎耶德—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,法兰克福,鄂州—法兰克福,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,法兰克福,鄂州,法兰克福—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,洛杉矶,深圳-杭州-洛杉矶,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,洛杉矶,深圳,洛杉矶—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,新加坡,深圳—新加坡,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,新加坡,深圳,新加坡—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,金奈,深圳—金奈,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,金奈,深圳,金奈—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,阿布扎比,深圳—扎耶德,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,阿布扎比,深圳,扎耶德—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,哈利法克斯,鄂州-安克雷奇-纽约-哈利法克斯,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,哈利法克斯,鄂州,哈利法克斯-纽约-安克雷奇-鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,列日,鄂州—列日,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,列日,鄂州,列日-阿拉木图-鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,布达佩斯,鄂州—布达佩斯,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,布达佩斯,鄂州,布达佩斯—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,法兰克福,鄂州—法兰克福,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,法兰克福,鄂州,法兰克福—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,新德里,鄂州—英迪拉甘地,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,新德里,鄂州,英迪拉甘地—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,昆明,科伦坡,昆明—班达拉奈克,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,科伦坡,昆明,班达拉奈克—昆明,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,乌鲁木齐,伊斯兰堡,乌鲁木齐—伊斯兰堡,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,伊斯兰堡,乌鲁木齐,伊斯兰堡—乌鲁木齐,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州-烟台-首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔-烟台-鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,乌鲁木齐,伊斯兰堡,乌鲁木齐—伊斯兰堡,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,伊斯兰堡,乌鲁木齐,伊斯兰堡—乌鲁木齐,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,东京,深圳—东京,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,东京,深圳,东京—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,乌鲁木齐,第比利斯,乌鲁木齐—第比利斯,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,第比利斯,乌鲁木齐,第比利斯—乌鲁木齐,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,杭州,大阪,杭州—大阪,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,大阪,杭州,大阪—杭州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,胡志明市,深圳,胡志明—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,马尼拉,深圳—马尼拉,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,马尼拉,深圳,马尼拉—深圳,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,鄂州,首尔,鄂州—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,鄂州,首尔—鄂州,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,烟台,首尔,烟台—首尔,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,首尔,烟台,首尔—烟台,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,长沙,达卡,长沙—达卡沙阿贾拉勒,出口,,,正常运营,,,国内,国际
顺丰航空,B-6150,Boeing 757-25F,25.1,达卡,长沙,达卡沙阿贾拉勒—长沙,进口,,,正常运营,,,国际,国内
顺丰航空,B-6150,Boeing 757-25F,25.1,深圳,胡志明市,深圳—胡志明,出口,,,正常运营,,,国内,国际
